Language,Query,GitHubUrl,Relevance,Notes
Java,filter array,https://github.com/ldaley/Gldapo/blob/f87ab51dff9ce4fffe18728cc1c9a1b0ce82cf80/src/main/java/gldapo/filter/FilterUtil.java#L80-L87,0,
Java,priority queue,https://github.com/clanie/clanie-core/blob/ac8a655b93127f0e281b741c4d53f429be2816ad/src/main/java/dk/clanie/collections/CollectionFactory.java#L288-L290,2,
Java,k means clustering,https://github.com/elki-project/elki/blob/b54673327e76198ecd4c8a2a901021f1a9174498/elki-clustering/src/main/java/de/lmu/ifi/dbs/elki/algorithm/clustering/kmeans/quality/BayesianInformationCriterionZhao.java#L73-L107,1,
Java,unzipping large files,https://github.com/korpling/ANNIS/blob/152a2e34832e015f73ac8ce8a7d4c32641641324/annis-service/src/main/java/annis/administration/CorpusAdministration.java#L270-L324,3,
Java,initializing array,https://github.com/nutzam/nutzboot/blob/fd33fd4fdce058eab594f28e4d3202f997e3c66a/nutzboot-starter/nutzboot-starter-actuator/src/main/java/org/nutz/boot/starter/actuator/service/JvmMonitorObject.java#L28-L33,0,
Java,how to get database table name,https://github.com/liquibase/liquibase/blob/86a3b30fa6821ac981056f252f918557f5ebcc60/liquibase-core/src/main/java/liquibase/integration/spring/SpringLiquibase.java#L153-L178,1,
Java,filter array,https://github.com/santhosh-tekuri/jlibs/blob/59c28719f054123cf778278154e1b92e943ad232/core/src/main/java/jlibs/core/lang/ArrayUtil.java#L169-L178,3,
Java,heatmap from 3d coordinates,https://github.com/cdk/cdk/blob/c3d0f16502bf08df50365fee392e11d7c9856657/legacy/src/main/java/org/openscience/cdk/smiles/DeduceBondSystemTool.java#L438-L487,0,
Java,deserialize json,https://github.com/nmorel/gwt-jackson/blob/3fdc4350a27a9b64fc437d5fe516bf9191b74824/gwt-jackson/src/main/java/com/github/nmorel/gwtjackson/client/JsonDeserializer.java#L39-L41,2,
Java,aes encryption,https://github.com/zamrokk/fabric-sdk-java/blob/d4993ca602f72d412cd682e1b92e805e48b27afa/src/main/java/org/hyperledger/fabric/sdk/security/CryptoPrimitives.java#L226-L233,2,
Java,unique elements,https://github.com/Stratio/bdt/blob/55324d19e7497764ad3dd7139923e13eb9841d75/src/main/java/com/stratio/qa/specs/DcosSpec.java#L541-L556,0,
Java,positions of substrings in string,https://github.com/CenturyLinkCloud/clc-java-sdk/blob/c026322f077dea71b1acf9f2d665253d79d9bf85/sdk/src/main/java/com/centurylink/cloud/sdk/loadbalancer/services/dsl/domain/filter/LoadBalancerFilter.java#L155-L163,0,
Java,get executable path,https://github.com/maven-nar/nar-maven-plugin/blob/3c622e2024296b4203431bbae3bde290a01dac00/src/main/java/com/github/maven_nar/cpptasks/CUtil.java#L125-L140,3,
Java,connect to sql,https://github.com/julianhyde/sqlline/blob/7577f3ebaca0897a9ff01d1553d4576487e1d2c3/src/main/java/sqlline/Commands.java#L1121-L1173,1,
Java,write csv,https://github.com/cvut/JCOP/blob/2ec18315a9a452e5f4e3d07cccfde0310adc465a/src/main/java/cz/cvut/felk/cig/jcop/result/render/CSVRender.java#L67-L143,2,
Java,how to read the contents of a .gz compressed file?,https://github.com/facebookarchive/hadoop-20/blob/2a29bc6ecf30edb1ad8dbde32aa49a317b4d44f4/src/core/org/apache/hadoop/io/compress/DecompressorStream.java#L106-L117,0,"name of method seems reasonable, but code is not"
Java,unzipping large files,https://github.com/wizzardo/tools/blob/d14a3c5706408ff47973d630f039a7ad00953c24/modules/tools-io/src/main/java/com/wizzardo/tools/io/ZipTools.java#L299-L316,0,
Java,custom http error response,https://github.com/rollbar/rollbar-java/blob/5eb4537d1363722b51cfcce55b427cbd8489f17b/rollbar-android/src/main/java/com/rollbar/android/Rollbar.java#L452-L454,0,
Java,parse json file,https://github.com/jeremylong/DependencyCheck/blob/6cc7690ea12e4ca1454210ceaa2e9a5523f0926c/core/src/main/java/org/owasp/dependencycheck/data/update/nvd/NvdCveParser.java#L80-L110,2,
Java,convert int to string,https://github.com/fhoeben/hsac-fitnesse-fixtures/blob/4e9018d7386a9aa65bfcbf07eb28ae064edd1732/src/main/java/nl/hsac/fitnesse/fixture/slim/StringFixture.java#L111-L117,0,exact opposite
Java,convert int to string,https://github.com/OpenLiberty/open-liberty/blob/ca725d9903e63645018f9fa8cbda25f60af83a5d/dev/com.ibm.ws.jsf.2.2/src/org/apache/myfaces/convert/ConverterUtils.java#L35-L56,0,
Java,how to randomly pick a number,https://github.com/fhoeben/hsac-fitnesse-fixtures/blob/4e9018d7386a9aa65bfcbf07eb28ae064edd1732/src/main/java/nl/hsac/fitnesse/fixture/util/BsnUtil.java#L14-L50,1,
Java,how to determine a string is a valid word,https://github.com/voikko/corevoikko/blob/b726429a7796a19ff0965ea0cc0bcf7c6580837e/libvoikko/java/src/main/java/org/puimula/libvoikko/Voikko.java#L191-L207,0,
Java,how to read the contents of a .gz compressed file?,https://github.com/iipc/webarchive-commons/blob/988bec707c27a01333becfc3bd502af4441ea1e1/src/main/java/org/archive/io/arc/ARCUtils.java#L171-L181,0,
Java,how to check if a checkbox is checked,https://github.com/groupon/robo-remote/blob/12d242faad50bf90f98657ca9a0c0c3ae1993f07/RoboRemoteClient/src/main/com/groupon/roboremote/roboremoteclient/Solo.java#L428-L430,2,
Java,unique elements,https://github.com/eclipse/xtext-core/blob/bac941cb75cb24706519845ec174cfef874d7557/org.eclipse.xtext.xtext.wizard/src/org/eclipse/xtext/xtext/wizard/ecore2xtext/UniqueNameUtil.java#L51-L64,0,
Java,sort string list,https://github.com/lucee/Lucee/blob/29b153fc4e126e5edb97da937f2ee2e231b87593/core/src/main/java/lucee/runtime/util/ListUtilImpl.java#L160-L163,0,
Java,all permutations of a list,https://github.com/skjolber/3d-bin-container-packing/blob/9609bc7515322b2de2cad0dfb3d2f72607e71aae/src/main/java/com/github/skjolberg/packing/impl/PermutationRotationIterator.java#L161-L189,0,
Java,parse binary file to custom class,https://github.com/tzaeschke/zoodb/blob/058d0ff161a8ee9d53244c433aca97ee9c654410/src/org/zoodb/internal/util/ClassBuilderSimple.java#L80-L111,0,
Java,output to html file,https://github.com/tkurz/sparql-mm/blob/6f2ca5fc28a7a91ec53250fe57c729744e61884b/src/main/java/com/github/tkurz/sparqlmm/doc/FunctionSet.java#L190-L230,3,
Java,convert html to pdf,https://github.com/BlueBrain/bluima/blob/793ea3f46761dce72094e057a56cddfa677156ae/modules/bluima_pdf/src/main/java/edu/psu/seersuite/extractors/tableextractor/extraction/TableExtractor.java#L441-L459,0,
Java,deserialize json,https://github.com/stripe/stripe-java/blob/acfa8becef3e73bfe3e9d8880bea3f3f30dadeac/src/main/java/com/stripe/model/EventRequestDeserializer.java#L19-L36,2,
Java,get the description of a http status code,https://github.com/spring-projects/spring-android/blob/941296e152d49a40e0745a3e81628a974f72b7e4/spring-android-rest-template/src/main/java/org/springframework/web/client/DefaultResponseErrorHandler.java#L52-L62,1,
Java,convert a utc time to epoch,https://github.com/spring-projects/spring-boot/blob/0b27f7c70e164b2b1a96477f1d9c1acba56790c1/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/info/GitProperties.java#L106-L118,2,
Java,how to get current date,https://github.com/iovation/launchkey-java/blob/ceecc70b9b04af07ddc14c57d4bcc933a4e0379c/sdk/src/main/java/com/iovation/launchkey/sdk/transport/apachehttp/ApacheHttpTransport.java#L909-L919,3,
Java,create cookie,https://github.com/apache/spark/blob/25ee0474f47d9c30d6f553a7892d9549f91071cf/sql/hive-thriftserver/src/main/java/org/apache/hive/service/cli/thrift/ThriftHttpServlet.java#L303-L308,2,
Java,binomial distribution,https://github.com/jpmml/jpmml-evaluator/blob/ac8a48775877b6fa9dbc5f259871f3278489cc61/pmml-evaluator/src/main/java/org/jpmml/evaluator/DistributionUtil.java#L37-L49,1,
Java,how to read .csv file in an efficient way?,https://github.com/Graylog2/graylog2-server/blob/50b565dcead6e0a372236d5c2f8530dc5726fa9b/graylog2-server/src/main/java/org/graylog2/lookup/adapters/CSVFileDataAdapter.java#L119-L169,3,
Java,aes encryption,https://github.com/AgNO3/jcifs-ng/blob/0311107a077ea372527ae74839eec8042197332f/src/main/java/jcifs/smb/SmbTransportImpl.java#L1802-L1826,0,
Java,unique elements,https://github.com/jbundle/jbundle/blob/4037fcfa85f60c7d0096c453c1a3cd573c2b0abc/base/remote/src/main/java/org/jbundle/base/remote/proxy/MapList.java#L54-L62,0,
Java,get current observable value,https://github.com/Azure/autorest-clientruntime-for-java/blob/04621e07dbb0456dd5459dd641f06a9fd4f3abad/azure-arm-client-runtime/src/main/java/com/microsoft/azure/arm/utils/RXMapper.java#L28-L35,1,
Java,get all parents of xml node,https://github.com/venkatramanm/common/blob/b89583efd674f73cf4c04927300a9ea6e49a3e9f/src/main/java/com/venky/xml/XMLElement.java#L88-L94,3,
Java,how to check if a checkbox is checked,https://github.com/RobotiumTech/robotium/blob/75e567c38f26a6a87dc8bef90b3886a20e28d291/robotium-solo/src/main/java/com/robotium/solo/Solo.java#L3440-L3447,3,
Java,copy to clipboard,https://github.com/raydac/netbeans-mmd-plugin/blob/997493d23556a25354372b6419a64a0fbd0ac6ba/mind-map/mind-map-swing-panel/src/main/java/com/igormaznitsa/mindmap/swing/panel/MindMapPanel.java#L2647-L2668,3,
Java,group by count,https://github.com/HanSolo/tilesfx/blob/36eb07b1119017beb851dad95256439224d1fcf4/src/main/java/eu/hansolo/tilesfx/Tile.java#L4586-L4589,0,
Java,buffered file reader read text,https://github.com/sporniket/core/blob/3480ebd72a07422fcc09971be2607ee25efb2c26/sporniket-core-io/src/main/java/com/sporniket/libre/io/TextLoader.java#L188-L205,3,
Java,get all parents of xml node,https://github.com/mozilla/rhino/blob/fa8a86df11d37623f5faa8d445a5876612bc47b0/xmlimplsrc/org/mozilla/javascript/xmlimpl/XML.java#L283-L293,0,
Java,how to empty array,https://github.com/hypercube1024/firefly/blob/ed3fc75b7c54a65b1e7d8141d01b49144bb423a3/firefly-common/src/main/java/com/firefly/utils/lang/ArrayUtils.java#L407-L412,0,
Java,read text file line by line,https://github.com/undera/perfmon-agent/blob/535c145e588d59acc88684115485d9170c6260fe/src/kg/apc/perfmon/metrics/TailMetric.java#L32-L43,3,
Java,reading element from html - <td>,https://github.com/jmapper-framework/jmapper-core/blob/b48fd3527f35055b8b4a30f53a51136f183acc90/JMapper Framework/src/main/java/com/googlecode/jmapper/JMapper.java#L175-L182,0,
Java,how to determine a string is a valid word,https://github.com/forge/core/blob/e140eb03bbe2b3409478ad70c86c3edbef6d9a0c/parser-java/api/src/main/java/org/jboss/forge/addon/parser/java/utils/JLSValidator.java#L209-L212,3,
Java,sending binary data over a serial connection,https://github.com/Pi4J/pi4j/blob/03cacc62223cc59b3118bfcefadabab979fd84c7/pi4j-core/src/main/java/com/pi4j/io/serial/impl/SerialImpl.java#L722-L731,1,
Java,find int in string,https://github.com/kiegroup/droolsjbpm-tools/blob/05e1f73c591178360a198dca29f99d73918991db/drools-eclipse/org.drools.eclipse/src/main/java/org/drools/eclipse/editors/completion/CompletionContext.java#L442-L462,2,
Java,httpclient post json,https://github.com/Netflix/servo/blob/d67b5afce8c50bd9e9e31c288dbf4b78fb2ac815/servo-atlas/src/main/java/com/netflix/servo/publish/atlas/HttpHelper.java#L107-L112,0,
Java,parse binary file to custom class,https://github.com/zhegexiaohuozi/SeimiCrawler/blob/c9069490616c38c6de059ddc86b79febd6d17641/seimicrawler/src/main/java/cn/wanghaomiao/seimi/struct/Response.java#L164-L170,0,
Java,extracting data from a text file,https://github.com/TheHortonMachine/hortonmachine/blob/d2b436bbdf951dc1fda56096a42dbc0eae4d35a5/apps/src/main/java/org/hortonmachine/nww/layers/defaults/raster/BasicMercatorTiledImageLayer.java#L183-L191,0,
Java,pretty print json,https://github.com/GCRC/nunaliit/blob/0b4abfc64eef2eb8b94f852ce697de2e851d8e67/nunaliit2-json/src/main/java/ca/carleton/gcrc/json/JSONPrettyPrinter.java#L44-L95,3,
Java,confusion matrix,https://github.com/habernal/confusion-matrix/blob/d0310f0aeda0fa74a9d42bcb190db7250bf49ecc/src/main/java/com/github/habernal/confusionmatrix/ConfusionMatrix.java#L682-L696,0,
Java,httpclient post json,https://github.com/nemerosa/ontrack/blob/37b0874cbf387b58aba95cd3c1bc3b15e11bc913/ontrack-client/src/main/java/net/nemerosa/ontrack/client/JsonClientImpl.java#L52-L60,3,
Java,all permutations of a list,https://github.com/datumbox/datumbox-framework/blob/909dff0476e80834f05ecdde0624dd2390e9b0ca/datumbox-framework-core/src/main/java/com/datumbox/framework/core/mathematics/discrete/Combinatorics.java#L39-L59,3,
Java,unique elements,https://github.com/eclipse/xtext-core/blob/bac941cb75cb24706519845ec174cfef874d7557/org.eclipse.xtext.xtext.wizard/src/org/eclipse/xtext/xtext/wizard/ecore2xtext/UniqueNameUtil.java#L44-L49,1,
Java,replace in file,https://github.com/Coveros/selenified/blob/396cc1f010dd69eed33cc5061c41253de246a4cd/src/main/java/com/coveros/selenified/utilities/Reporter.java#L249-L270,3,
Java,custom http error response,https://github.com/OpenLiberty/open-liberty/blob/ca725d9903e63645018f9fa8cbda25f60af83a5d/dev/com.ibm.ws.webcontainer/src/com/ibm/wsspi/webcontainer/collaborator/CollaboratorHelper.java#L96-L229,0,
Java,convert a date string into yyyymmdd,https://github.com/enasequence/sequencetools/blob/4127f5e1a17540239f5810136153fbd6737fa262/src/main/java/uk/ac/ebi/embl/api/validation/helper/EntryUtils.java#L174-L186,2,
Java,parse binary file to custom class,https://github.com/Whiley/WhileyCompilerCollection/blob/18f08b7826eb42ce9e3605c6b242cab87cae25b7/src/main/java/wycc/commands/Inspect.java#L193-L218,0,
Java,export to excel,https://github.com/Crab2died/Excel4J/blob/2ab0a3b8226a69ff868c3ead6e724f3a774f5f77/src/main/java/com/github/crab2died/ExcelUtils.java#L1287-L1294,1,
Java,extract latitude and longitude from given input,https://github.com/zxing/zxing/blob/653ac2a3beb11481eff82e7d5f2bab8a745f7fac/zxing.appspot.com/src/main/java/com/google/zxing/web/generator/client/GeoLocationGenerator.java#L95-L105,1,
Java,parse command line argument,https://github.com/jeremylong/DependencyCheck/blob/6cc7690ea12e4ca1454210ceaa2e9a5523f0926c/cli/src/main/java/org/owasp/dependencycheck/CliParser.java#L98-L102,2,
Java,readonly array,https://github.com/lievendoclo/Valkyrie-RCP/blob/6aad6e640b348cda8f3b0841f6e42025233f1eb8/valkyrie-rcp-core/src/main/java/org/valkyriercp/binding/form/support/DefaultFieldMetadata.java#L90-L94,0,
Java,httpclient post json,https://github.com/sinofool/alipay-java-sdk/blob/b8bd07915386c8abd005f3d647b82100d966070c/demo/src/main/java/net/sinofool/alipay/demo/DemoAlipayHttpClient.java#L32-L49,2,
Java,group by count,https://github.com/sualeh/magnetictrackparser/blob/1da8ff20ac6269b1d523875157278978ba71d260/src/main/java/us/fatehi/magnetictrack/bankcard/BaseTrackData.java#L39-L50,2,
Java,parse json file,https://github.com/netheosgithub/pcs_api/blob/20691e52e144014f99ca75cb7dedc7ba0c18586c/java/src/main/java/net/netheos/pcsapi/providers/dropbox/Dropbox.java#L447-L470,1,
Java,get current ip address,https://github.com/ow2-chameleon/fuchsia/blob/4e9318eadbdeb945e529789f573b45386e619bed/bases/knx/calimero/src/main/java/tuwien/auto/calimero/tools/IPConfig.java#L248-L285,1,
Java,print model summary,https://github.com/h2oai/h2o-2/blob/be350f3f2c2fb6f135cc07c41f83fd0e4f521ac1/src/main/java/water/api/Models.java#L355-L365,1,
Java,randomly extract x items from a list,https://github.com/RKumsher/utils/blob/fcdb190569cd0288249bf4b46fd418f8c01d1caf/src/main/java/com/github/rkumsher/collection/RandomCollectionUtils.java#L97-L100,0,
Java,parse query string in url,https://github.com/reinert/requestor/blob/40163a75cd17815d5089935d0dd97b8d652ad6d4/requestor/core/requestor-api/src/main/java/io/reinert/requestor/uri/UriParser.java#L173-L190,2,
Java,deserialize json,https://github.com/zvoykish/restdl/blob/3323c3143fe99f54f731860177f5d482fc1b8c0e/restdl-core/src/main/java/com/zvoykish/restdl/objects/TypedObjectFasterXmlDeserializer.java#L25-L36,3,
Java,parse json file,https://github.com/GCRC/nunaliit/blob/0b4abfc64eef2eb8b94f852ce697de2e851d8e67/nunaliit2-utils/src/main/java/ca/carleton/gcrc/utils/TextFileUtils.java#L193-L217,3,
Java,binomial distribution,https://github.com/datumbox/datumbox-framework/blob/909dff0476e80834f05ecdde0624dd2390e9b0ca/datumbox-framework-core/src/main/java/com/datumbox/framework/core/statistics/nonparametrics/onesample/Binomial.java#L64-L74,0,
Java,httpclient post json,https://github.com/upwork/java-upwork/blob/342297161503a74e9e0bddbd381ab5eebf4dc454/src/com/Upwork/api/UpworkRestClient.java#L125-L159,2,
Java,create cookie,https://github.com/webmetrics/browsermob-proxy/blob/a9252e62246ac33d55d51b993ba1159404e7d389/src/main/java/org/browsermob/proxy/http/BrowserMobHttpClient.java#L220-L227,2,
Java,how to read .csv file in an efficient way?,https://github.com/OpenLiberty/open-liberty/blob/ca725d9903e63645018f9fa8cbda25f60af83a5d/dev/com.ibm.ws.product.utility/src/com/ibm/ws/product/utility/extension/IFixCompareCommandTask.java#L553-L568,0,
Java,custom http error response,https://github.com/spring-cloud/spring-cloud-sleuth/blob/f29c05fb8fba33e23aa21bb13aeb13ab8d27b485/spring-cloud-sleuth-core/src/main/java/org/springframework/cloud/sleuth/instrument/web/SleuthHttpServerParser.java#L62-L85,2,
Java,get executable path,https://github.com/thorntail/thorntail/blob/4a391b68ffae98c6e66d30a3bfb99dadc9509f14/thorntail-runner/src/main/java/org/wildfly/swarm/runner/Runner.java#L173-L180,1,
Java,find int in string,https://github.com/aoindustries/aocode-public/blob/c7bc1d08aee1d02dfaeeb1421fad21aca1aad4c3/src/main/java/com/aoindustries/util/StringUtility.java#L714-L729,0,
Java,memoize to disk  - persistent memoization,https://github.com/DataSketches/sketches-core/blob/900c8c9668a1e2f1d54d453e956caad54702e540/src/main/java/com/yahoo/sketches/cpc/CompressedState.java#L209-L291,0,
Java,deserialize json,https://github.com/intuit/QuickBooks-V3-Java-SDK/blob/59f988d0776d46620d0b34711c411b2b5b1da06b/payments-api/src/main/java/com/intuit/payment/util/JsonUtil.java#L84-L93,2,
Java,html entities replace,https://github.com/ukase/ukase/blob/30f69cd2f950e15308b19a0ba788eb309933a4f4/core/src/main/java/com/github/ukase/toolkit/ResourceProvider.java#L128-L132,2,
Java,unzipping large files,https://github.com/forge/core/blob/e140eb03bbe2b3409478ad70c86c3edbef6d9a0c/resources/impl/src/main/java/org/jboss/forge/addon/resource/zip/ZipFileResourceImpl.java#L98-L109,1,
Java,encrypt aes ctr mode,https://github.com/ZuInnoTe/hadoopoffice/blob/58fc9223ee290bcb14847aaaff3fadf39c465e46/fileformat/src/main/java/org/zuinnote/hadoop/office/format/common/writer/msexcel/MSExcelWriter.java#L583-L598,0,
Java,deducting the median from each column,https://github.com/randomizedtesting/randomizedtesting/blob/85a0c7eff5d03d98da4d1f9502a11af74d26478a/junit4-ant/src/main/java/com/carrotsearch/ant/tasks/junit4/balancers/ExecutionTimeBalancer.java#L76-L132,0,
Java,parse command line argument,https://github.com/dreamhead/moco/blob/83b0fbb9c505e327de6720cff55e7b18078f2aa9/moco-runner/src/main/java/com/github/dreamhead/moco/bootstrap/parser/StartArgsParser.java#L24-L28,3,
Java,get all parents of xml node,https://github.com/imintel/osm-parser/blob/050432571ac123bd120f56dbf2d4f8886e89f050/src/main/java/br/zuq/osm/parser/WayParser.java#L50-L70,0,
Java,how to get database table name,https://github.com/kuali/ojb-1.0.4/blob/9a544372f67ce965f662cdc71609dd03683c8f04/src/tools/org/apache/ojb/tools/mapping/reversedb/DBTable.java#L102-L130,3,
Java,get current ip address,https://github.com/xwiki/xwiki-commons/blob/5374d8c6d966588c1eac7392c83da610dfb9f129/xwiki-commons-core/xwiki-commons-crypto/xwiki-commons-crypto-pkix/src/main/java/org/xwiki/crypto/pkix/params/x509certificate/extension/X509IpAddress.java#L98-L108,1,
Java,group by count,https://github.com/ravendb/ravendb-jvm-client/blob/5a45727de507b541d1571e79ddd97c7d88bee787/src/main/java/net/ravendb/client/documents/session/AbstractDocumentQuery.java#L344-L350,0,
Java,html entities replace,https://github.com/mkolisnyk/cucumber-reports/blob/9c9a32f15f0bf1eb1d3d181a11bae9c5eec84a8e/cucumber-report-generator/src/main/java/com/github/mkolisnyk/cucumber/reporting/utils/helpers/StringConversionUtils.java#L45-L58,2,
Java,scatter plot,https://github.com/haifengl/smile/blob/e27e43e90fbaacce3f99d30120cf9dd6a764c33d/plot/src/main/java/smile/plot/PlotCanvas.java#L1613-L1628,3,
Java,replace in file,https://github.com/OpenLiberty/open-liberty/blob/ca725d9903e63645018f9fa8cbda25f60af83a5d/dev/com.ibm.ws.security.fat.common/src/com/ibm/ws/security/fat/common/utils/CommonIOUtils.java#L46-L104,2,
Java,randomly extract x items from a list,https://github.com/Netflix/eureka/blob/48446d956be09df6650a3c00b7ebd7e2d1e1544f/eureka-client/src/main/java/com/netflix/discovery/shared/resolver/ResolverUtils.java#L88-L102,0,
Java,replace in file,https://github.com/overturetool/overture/blob/83175dc6c24fa171cde4fcf61ecb648eba3bdbc1/core/codegen/platform/src/main/java/org/overture/codegen/utils/GeneralCodeGenUtils.java#L373-L377,1,
Java,how to reverse a string,https://github.com/zaproxy/zaproxy/blob/0cbe5121f2ae1ecca222513d182759210c569bec/src/org/zaproxy/zap/utils/HirshbergMatcher.java#L110-L113,3,
Java,html encode string,https://github.com/OWASP/owasp-java-encoder/blob/bc9a85723f3c1b4819d9aa8aa1b539787128e4ea/core/src/main/java/org/owasp/encoder/Encode.java#L439-L443,2,
Java,save list to file,https://github.com/jenkinsci/jenkins/blob/44c4d3989232082c254d27ae360aa810669f44b7/core/src/main/java/jenkins/security/stapler/StaticRoutingDecisionProvider.java#L190-L206,3,
Java,encode url,https://github.com/kevinsawicki/http-request/blob/2d62a3e9da726942a93cf16b6e91c0187e6c0136/lib/src/main/java/com/github/kevinsawicki/http/HttpRequest.java#L1264-L1268,2,
Java,get executable path,https://github.com/apache/flink/blob/b62db93bf63cb3bb34dd03d611a779d9e3fc61ac/flink-core/src/main/java/org/apache/flink/util/FileUtils.java#L436-L447,3,
Java,string similarity levenshtein,https://github.com/pressgang-ccms/PressGangCCMSCommonUtilities/blob/5ebf5ed30a94c34c33f4708caa04a8da99cbb15c/src/main/java/org/jboss/pressgang/ccms/utils/common/StringUtilities.java#L365-L379,2,
Java,export to excel,https://github.com/ZuInnoTe/hadoopoffice/blob/58fc9223ee290bcb14847aaaff3fadf39c465e46/fileformat/src/main/java/org/zuinnote/hadoop/office/format/mapreduce/ExcelCellFileInputFormat.java#L36-L41,1,
Java,heatmap from 3d coordinates,https://github.com/Unidata/thredds/blob/d2d68f9eee87f345625211324d71d5dc3e162ee1/cdm/src/main/java/ucar/nc2/dt/grid/gis/GridBoundariesExtractor.java#L119-L310,2,
Java,socket recv timeout,https://github.com/zeromq/jeromq/blob/8b4a2960b468d08b7aebb0d40bfb947e08fed040/src/main/java/org/zeromq/ZFrame.java#L309-L315,1,
Java,extract latitude and longitude from given input,https://github.com/kiegroup/optaplanner/blob/b8f1459b4e6b0f7aafe941fd165bff640c11d7d5/optaplanner-examples/src/main/java/org/optaplanner/examples/common/swingui/latitudelongitude/LatitudeLongitudeTranslator.java#L42-L55,0,
Java,sort string list,https://github.com/nextreports/nextreports-server/blob/cfce12f5c6d52cb6a739388d50142c6e2e07c55e/src/ro/nextreports/server/web/analysis/util/DatabaseUtil.java#L189-L199,0,
Java,convert a date string into yyyymmdd,https://github.com/jeremiehuchet/acrachilisync/blob/4eadb0218623e77e0d92b5a08515eea2db51e988/acrachilisync-core/src/main/java/fr/dudie/acrachilisync/model/AcraReport.java#L95-L109,1,
Java,get current process id,https://github.com/CenturyLinkCloud/mdw/blob/91167fe65a25a5d7022cdcf8b0fae8506f5b87ce/mdw-services/src/com/centurylink/mdw/service/data/process/ProcessCache.java#L117-L131,1,
Java,get the description of a http status code,https://github.com/line/armeria/blob/67d29e019fd35a35f89c45cc8f9119ff9b12b44d/grpc/src/main/java/com/linecorp/armeria/internal/grpc/GrpcStatus.java#L157-L180,1,
Java,convert json to csv,https://github.com/tabulapdf/tabula-java/blob/a86b72aa81c0bcb4b8b4402dc94ca1211f152930/src/main/java/technology/tabula/CommandLineApp.java#L441-L455,0,
Java,extracting data from a text file,https://github.com/ModeShape/modeshape/blob/794cfdabb67a90f24629c4fff0424a6125f8f95b/modeshape-jcr/src/main/java/org/modeshape/jcr/query/RowExtractors.java#L204-L218,0,
Java,extract latitude and longitude from given input,https://github.com/tvesalainen/util/blob/bba7a44689f638ffabc8be40a75bdc9a33676433/util/src/main/java/org/vesalainen/navi/LocalLongitude.java#L46-L56,0,
Java,write csv,https://github.com/molgenis/molgenis/blob/b4d0d6b27e6f6c8d7505a3863dc03b589601f987/molgenis-dataexplorer/src/main/java/org/molgenis/dataexplorer/download/DataExplorerDownloadHandler.java#L73-L82,2,
Java,reading element from html - <td>,https://github.com/webfolderio/ui4j/blob/b0b95f20e21e8ff0d0ce6b1f2a4b84d3f9074625/ui4j-webkit/src/main/java/io/webfolder/ui4j/webkit/dom/WebKitElement.java#L798-L803,0,
Java,converting uint8 array to image,https://github.com/lessthanoptimal/BoofCV/blob/f01c0243da0ec086285ee722183804d5923bc3ac/examples/src/main/java/boofcv/examples/imageprocessing/ExampleBinaryOps.java#L50-L91,0,
Java,how to randomly pick a number,https://github.com/fozziethebeat/S-Space/blob/a608102737dfd3d59038a9ead33fe60356bc6029/src/main/java/edu/ucla/sspace/index/RandomIndexVectorGenerator.java#L170-L212,1,
Java,set working directory,https://github.com/facebookarchive/hadoop-20/blob/2a29bc6ecf30edb1ad8dbde32aa49a317b4d44f4/src/mapred/org/apache/hadoop/mapred/JobConf.java#L591-L599,0,
Java,reading element from html - <td>,https://github.com/fcrepo3/fcrepo/blob/37df51b9b857fd12c6ab8269820d406c3c4ad774/fcrepo-server/src/main/java/org/fcrepo/server/access/FieldSearchServlet.java#L346-L356,0,
Java,get all parents of xml node,https://github.com/mozilla/rhino/blob/fa8a86df11d37623f5faa8d445a5876612bc47b0/xmlimplsrc/org/mozilla/javascript/xmlimpl/XMLObjectImpl.java#L58-L63,0,
Java,export to excel,https://github.com/nextreports/nextreports-engine/blob/a847575a9298b5fce63b88961190c5b83ddccc44/src/ro/nextreports/integration/DemoUtil.java#L46-L58,0,
Java,json to xml conversion,https://github.com/undera/jmeter-plugins/blob/416d2a77249ab921c7e4134c3e6a9639901ef7e8/plugins/json/src/main/java/com/atlantbh/jmeter/plugins/jsontoxmlconverter/JSONToXMLConverter.java#L33-L40,0,
Java,underline text in label widget,https://github.com/BorderTech/wcomponents/blob/d1a2b2243270067db030feb36ca74255aaa94436/wcomponents-examples/src/main/java/com/github/bordertech/wcomponents/examples/theme/WHeadingExample.java#L178-L181,1,
Java,encode url,https://github.com/bmwcarit/joynr/blob/b7a92bad1cf2f093de080facd2c803560f4c6c26/java/core/clustercontroller/src/main/java/io/joynr/messaging/http/UrlResolver.java#L83-L97,2,
Java,pretty print json,https://github.com/blademainer/common_utils/blob/ef6baf0367c16de95a28caab67a7d5842a6d13db/commons-file/src/main/java/info/monitorenter/cpdetector/util/collections/TreeNodeUniqueChildren.java#L105-L148,0,
Java,group by count,https://github.com/twitter/hraven/blob/e35996b6e2f016bcd18db0bad320be7c93d95208/hraven-core/src/main/java/com/twitter/hraven/CounterMap.java#L40-L47,0,
Java,get name of enumerated value,https://github.com/EXIficient/exificient-grammars/blob/d96477062ebdd4245920e44cc1995259699fc7fb/src/main/java/com/siemens/ct/exi/grammars/persistency/Grammars2X.java#L879-L1017,0,
